:ID,latitude:double,postcode,longitude:double,address,:LABEL
1014,53.548377,BL4 0PE,-2.434304,148 Tig Fold Road,Location
1018,53.454077,M14 4UH,-2.2414,170 Caythorpe Street,Location
1028,53.533865,M38 9QY,-2.425812,10 Larkfield Avenue,Location
1032,53.448876,SK14 2ST,-2.062056,143 St Giles Drive,Location
1036,53.517334,M27 6DF,-2.332519,52 Borough Avenue,Location
1040,53.487841,OL6 7FQ,-2.101267,28 North Street,Location
1050,53.569442,BL3 5LY,-2.447733,198 Wellfield Road,Location
1054,53.488461,WN4 8XW,-2.623031,97 Talman Grove,Location
1056,53.508242,M27 0JU,-2.353195,57 Linden Avenue,Location
1058,53.518991,OL8 3JY,-2.124266,182 Elm Road,Location
1062,53.561008,BL3 3TA,-2.45566,58 Crane Street,Location
1064,53.625854,BL7 9UE,-2.440059,177 The Hall Coppice,Location
1068,53.451392,M16 0HE,-2.285008,181 Woburn Road,Location
1070,53.548965,WN6 7DX,-2.642967,121 Lower St Stephen Street,Location
1077,53.521537,WN2 5BB,-2.597061,155 Chapel Street,Location
1081,53.596369,BL9 6BE,-2.283641,103 St Paul'S Street,Location
1085,53.543671,OL4 4BH,-2.055691,190 Stoneleigh Road,Location
1089,53.472561,SK16 4QS,-2.10102,193 Platt Street,Location
1093,53.561521,BL3 3TG,-2.45784,199 Broxton Avenue,Location
1097,53.504359,M7 2HA,-2.266638,91 Priory Avenue,Location
1101,53.601775,OL11 2EZ,-2.14633,180 Harvard Street,Location
1105,53.573322,BL2 1NN,-2.421226,179 Westbrook Court,Location
1115,53.543032,BL4 9RH,-2.413349,186 Tudor Avenue,Location
1119,53.428255,M21 7WG,-2.265559,110 Littler Avenue,Location
1123,53.62225,OL12 6QJ,-2.167326,52 Greenhill Avenue,Location
1127,53.638637,OL12 9UP,-2.129685,85 Steps Meadow,Location
1130,53.57233,BL3 5NJ,-2.451569,111 Blackshaw Lane,Location
1135,53.539343,BL4 9TP,-2.395885,119 Stone Hill Road,Location
1139,53.381128,SK2 7EL,-2.145752,53 Kinross Avenue,Location
1141,53.4978,WN7 4ER,-2.529842,24 Knowsley Street,Location
1145,53.442154,M14 6ES,-2.220451,119 Scargill Close,Location
1152,53.531346,OL8 1LR,-2.109578,84 Broadway Street,Location
1156,53.594714,OL16 4RF,-2.143858,142 Holly Street,Location
1163,53.59509,BL1 8ER,-2.436899,142 Chapelfield Street,Location
1167,53.383656,SK7 3HY,-2.165004,191 Lausanne Road,Location
1171,53.543456,M24 4GD,-2.228704,183 Wilton Street,Location
1175,53.450273,SK5 6LZ,-2.162492,195 Sandbach Road,Location
1179,53.53342,M9 6BA,-2.211798,182 Chain Road,Location
1183,53.471305,SK16 5JX,-2.073463,155 Cheetham Hill Road,Location
1187,53.506683,M8 0BS,-2.234085,179 Cardinal Street,Location
1191,53.478863,M11 3SU,-2.199547,154 Albert Street,Location
1195,53.584968,BL6 6RL,-2.532457,26 Calderburn Close,Location
1199,53.442112,M19 2EZ,-2.19808,155 Deanbank Avenue,Location
1203,53.545931,OL4 4SW,-2.06576,1 Dovecote Lane,Location
1207,53.408905,M22 4DP,-2.264506,11 Shandon Avenue,Location
1211,53.565212,BL3 4JR,-2.467724,8 Platt Hill Avenue,Location
1215,53.5353,M9 0PY,-2.235239,34 Brindley Avenue,Location
1219,53.530781,OL8 1LX,-2.108943,33 Meldrum Street,Location
1223,53.506625,M8 9PB,-2.245106,160 Winterford Road,Location
1227,53.576557,BL1 4SJ,-2.443836,116 Back Mayor Street North,Location
1231,53.505981,M40 5NP,-2.188955,176 Bells Croft Avenue,Location
1235,53.426842,SK4 4RH,-2.180462,98 Tatton Road North,Location
1239,53.54629,M45 8FE,-2.278054,53 Ridge Grove,Location
1243,53.529517,WN2 3XE,-2.565885,179 Dalwood Close,Location
1245,53.475431,M12 6EJ,-2.219283,58 Fairfield Street,Location
1247,53.58748,OL11 2TL,-2.176282,99 Waverley Street,Location
1254,53.443496,M32 9FB,-2.318663,102 Beltone Close,Location
1258,53.4561,M16 7NS,-2.249679,42 Brentwood Street,Location
1262,53.401715,SK3 9NP,-2.17673,161 Eldon Road,Location
1272,53.615148,OL16 5BL,-2.132591,37 Bingley Road,Location
1276,53.571168,M26 2QJ,-2.30111,140 Baillie Street,Location
1278,53.562893,BL3 2BE,-2.424443,8 Claymore Street,Location
1280,53.544623,WN5 0DN,-2.686802,111 Silverdale Road,Location
1290,53.551633,OL9 0ER,-2.13609,19 Claremont Street,Location
1294,53.398548,SK3 0PW,-2.195937,2 Nursery Lane,Location
1298,53.593815,OL10 4QD,-2.230034,193 Peel Street,Location
1305,53.507136,M35 0BB,-2.167972,8 Hardman Street,Location
1309,53.577583,BL1 1LE,-2.428563,48 Cheapside Square,Location
1313,53.58634,BL6 6HF,-2.531191,171 Hollowell Lane,Location
1317,53.506586,M35 0BD,-2.168708,21 Heywood Street,Location
2338,53.612133,BL1 7DR,-2.438828,18 Thirlspot Close,Location
2339,53.62624,BL7 9YT,-2.442588,60 Deakins Mill Way,Location
2340,53.630013,BL7 9PN,-2.445531,36 Longworth Clough,Location
2341,53.63002,BL7 9SX,-2.441358,95 Cobden Street,Location
2342,53.628889,BL7 9SP,-2.440922,52 Union Street,Location
2343,53.628183,BL7 9UN,-2.434716,54 Little Stones Road,Location
2344,53.626031,BL7 9SB,-2.438458,197 Mason Street,Location
2345,53.619748,BL7 9HU,-2.428446,21 Hardmans Lane,Location
2346,53.623353,BL7 9HA,-2.428361,129 Rock Terrace,Location
2347,53.614425,BL7 9DR,-2.429102,110 Cottonfields,Location
2348,53.60989,BL2 3EG,-2.407397,145 Back Rigby Lane North,Location
2349,53.607307,BL2 3FW,-2.408189,186 Turton Road,Location
2350,53.609378,BL2 3EH,-2.40712,30 Back Rigby Lane South,Location
2351,53.603422,BL2 3LN,-2.398298,170 Thorn Lea,Location
2352,53.605463,BL2 4BE,-2.398091,13 Lee Gate,Location
2353,53.601774,BL2 3DH,-2.407259,138 Back Bradshaw Brow East,Location
2354,53.608206,BL2 3EE,-2.408061,173 Dell Street,Location
2355,53.604163,BL2 3LP,-2.39971,194 Mayfield,Location
2356,53.617694,BL7 9GA,-2.406701,160 Grange Road,Location
2357,53.620221,BL7 9GX,-2.421829,172 Hospital Road,Location
2358,53.619804,BL7 9AR,-2.415218,46 High Meadows,Location
2359,53.617243,BL7 9JT,-2.417642,68 Lower House Walk,Location
2360,53.616526,BL7 9NB,-2.411769,190 Stonehouse,Location
2361,53.616222,BL7 9JP,-2.416574,39 Lords Stile Lane,Location
2362,53.604132,BL2 3DA,-2.406208,195 Maud Street,Location
2363,53.604498,BL2 3BT,-2.409612,196 Linden Walk,Location
2364,53.613768,BL7 9DN,-2.429322,1 Wakefield Mews,Location
2365,53.610982,BL1 7JR,-2.429037,102 Old Eagley Mews,Location
2366,53.611866,BL1 7RT,-2.423242,86 Beeston Close,Location
2367,53.603492,BL1 8SG,-2.424956,66 Helsby Gardens,Location
2368,53.603555,BL1 8SD,-2.422448,53 Yew Tree Lane,Location
2369,53.609668,BL1 7RG,-2.422101,115 Thornham Drive,Location
2370,53.608952,BL1 7RQ,-2.421278,196 Hadleigh Close,Location
2371,53.608109,BL1 7ET,-2.433285,110 Sweetloves Lane,Location
2372,53.60866,BL1 7EL,-2.432535,78 Heathlea Close,Location
2373,53.610311,BL1 7JN,-2.430693,99 Northland Road,Location
2374,53.605819,BL1 8RH,-2.427564,44 Hill Cot Road,Location
2375,53.606669,BL1 7JJ,-2.43129,126 Blackburn Road,Location
2376,53.604308,BL1 7HY,-2.432989,160 Hawarden Street,Location
2377,53.604711,BL1 8RP,-2.430923,197 Hesketh Avenue,Location
2378,53.607382,BL1 7EH,-2.430315,61 Sharples Hall Fold,Location
2379,53.606279,BL1 7EP,-2.432344,20 Ringley Grove,Location
2380,53.605394,BL1 8RL,-2.428376,193 Cowley Road,Location
2381,53.603486,BL1 8QZ,-2.431439,138 Primrose Street,Location
2382,53.603408,BL1 7HU,-2.433207,113 Ramsay Street,Location
2383,53.603419,BL1 8QY,-2.430335,138 Back Rainshaw Street,Location
2384,53.60396,BL1 8RE,-2.429767,189 Primula Street,Location
2385,53.617229,BL7 9LD,-2.421406,21 Stonesteads Way,Location
2386,53.616344,BL7 9BU,-2.422803,3 Back Clay Street East,Location
2387,53.617019,BL7 9XR,-2.427435,189 Hardmans,Location
2388,53.61533,BL7 9DD,-2.424788,47 High Bank,Location
2389,53.614334,BL7 9DW,-2.426834,103 Threadfold Way,Location
2390,53.616007,BL7 9JN,-2.418869,35 Rose Hill Drive,Location
2391,53.600616,BL6 7TD,-2.554248,136 St Brides Close,Location
2392,53.59389,BL6 5NT,-2.545231,89 Watts Street,Location
2393,53.594941,BL6 5NE,-2.547178,184 Hawkshaw Street,Location
2394,53.597635,BL6 5QG,-2.55164,2 Richmond Street,Location
2395,53.594683,BL6 5NF,-2.546691,161 Fairbairn Street,Location
2396,53.595126,BL6 5TX,-2.553919,137 Fernstone Close,Location
2397,53.595803,BL6 5GQ,-2.549365,193 Evergreen Avenue,Location
2398,53.596985,BL6 5QP,-2.552327,170 Mason Street,Location
2399,53.595927,BL6 5SZ,-2.551784,13 Langstone Close,Location
2400,53.598275,BL6 5QR,-2.551437,153 Rock Street,Location
2401,53.597425,BL6 5QU,-2.552514,38 Queen Street,Location
2402,53.596319,BL6 5TT,-2.55052,32 Corranstone Close,Location
2403,53.600138,BL6 7QA,-2.552867,113 Herbert Street,Location
2404,53.599563,BL6 7QN,-2.556516,132 Wilson Street,Location
2405,53.60007,BL6 7TU,-2.549874,151 Mottram Street,Location
2406,53.603043,BL6 7JZ,-2.550381,33 Catherine Street East,Location
2407,53.600711,BL6 7TN,-2.551303,41 High Street,Location
2408,53.601293,BL6 7PZ,-2.551824,189 Wright Street West,Location
2409,53.600971,BL6 7HY,-2.549523,32 Walsh Street,Location
2410,53.60227,BL6 7JL,-2.55436,171 A673,Location
2411,53.59945,BL6 7PF,-2.549956,52 Summer Street,Location
2412,53.601704,BL6 7JH,-2.552298,5 Hampson Street,Location
2413,53.599828,BL6 5QQ,-2.551835,141 Beatrice Street,Location
2414,53.600613,BL6 7TW,-2.549186,80 Wright Street,Location
2415,53.602001,BL6 7NH,-2.550216,181 Lord Street,Location
2416,53.605209,BL6 7HR,-2.542611,94 Pennine Road,Location
2417,53.607211,BL6 7LY,-2.545176,166 Malvern Close,Location
2418,53.600779,BL6 7HA,-2.540408,166 Hopwood Avenue,Location
2419,53.602485,BL6 7EX,-2.538798,113 Rockhaven Avenue,Location
2420,53.605685,BL6 7LW,-2.548541,131 Old Lord'S Crescent,Location
2421,53.603201,BL6 7EQ,-2.543356,52 Lawson Road,Location
2422,53.603953,BL6 7DT,-2.544151,37 Castle Crescent,Location
2423,53.603801,BL6 7QG,-2.555635,6 Heaviley Grove,Location
2424,53.603412,BL6 7JY,-2.552381,3 Catherine Street West,Location
2425,53.606126,BL6 7NA,-2.546446,177 Green Lane,Location
2426,53.606286,BL6 7LJ,-2.548942,3 Fearnhead Avenue,Location
2427,53.598767,BL6 7NT,-2.548044,55 Winter Hey Lane,Location
2428,53.598797,BL6 6AA,-2.541259,69 Church Street,Location
2429,53.599142,BL6 7AH,-2.546628,8 Harrison Street,Location
2430,53.600564,BL6 7DH,-2.546027,193 Silverwell Street,Location
2431,53.600332,BL6 7HE,-2.539828,74 Bridge Street,Location
2432,53.59859,BL6 7NY,-2.547225,46 St John Street,Location
2433,53.601783,BL6 7HJ,-2.543005,173 Ansdell Road,Location
2434,53.599211,BL6 6AF,-2.53723,46 Cooke Street,Location
2435,53.598862,BL6 7NS,-2.54871,45 Robinson Street,Location
2436,53.600172,BL6 7HU,-2.547276,183 Captain Street,Location
2437,53.598442,BL6 6BS,-2.540258,121 Back Owen'S Row,Location
2438,53.601343,BL1 6PQ,-2.444791,160 Moss Lea,Location
2439,53.600077,BL1 8QG,-2.43482,4 Hillview Road,Location
2440,53.599218,BL1 6NU,-2.436246,53 Back Eden Street,Location
2441,53.599327,BL1 6PA,-2.440645,183 Dryburgh Avenue,Location
2442,53.601791,BL1 6QQ,-2.435381,129 Back Drummond Street,Location
2443,53.598535,BL1 6PY,-2.440893,50 Pendle Court,Location
2444,53.60022,BL1 6PS,-2.437435,5 Berkeley Road,Location
2445,53.600981,BL1 7AF,-2.433348,62 Back Blackburn Road West,Location
2446,53.60233,BL1 7AE,-2.43306,195 Lawson Street,Location
2447,53.599076,BL1 6NX,-2.438088,56 Back Thorns Road,Location
