:ID,code,:LABEL
17403,BL6 7PZ,PostCode
17404,BL6 7HY,PostCode
17405,BL6 7JL,PostCode
17406,BL6 7PF,PostCode
17407,BL6 7JH,PostCode
17408,BL6 5QQ,PostCode
17409,BL6 7TW,PostCode
17410,BL6 7NH,PostCode
17411,BL6 7HR,PostCode
17412,BL6 7LY,PostCode
17413,BL6 7HA,PostCode
17414,BL6 7EX,PostCode
17415,BL6 7LW,PostCode
17416,BL6 7EQ,PostCode
17417,BL6 7DT,PostCode
17418,BL6 7QG,PostCode
17419,BL6 7JY,PostCode
17420,BL6 7NA,PostCode
17421,BL6 7LJ,PostCode
17422,BL6 7NT,PostCode
17423,BL6 6AA,PostCode
17424,BL6 7AH,PostCode
17425,BL6 7DH,PostCode
17426,BL6 7HE,PostCode
17427,BL6 7NY,PostCode
17428,BL6 7HJ,PostCode
17429,BL6 6AF,PostCode
17430,BL6 7NS,PostCode
17431,BL6 7HU,PostCode
17432,BL6 6BS,PostCode
17433,BL1 6PQ,PostCode
17434,BL1 8QG,PostCode
17435,BL1 6NU,PostCode
17436,BL1 6PA,PostCode
17437,BL1 6QQ,PostCode
17438,BL1 6PY,PostCode
17439,BL1 6PS,PostCode
17440,BL1 7AF,PostCode
17441,BL1 7AE,PostCode
17442,BL1 6NX,PostCode
17443,BL1 8NX,PostCode
17444,BL1 8PX,PostCode
17445,BL1 8TE,PostCode
17446,BL1 8PZ,PostCode
17447,BL1 8TG,PostCode
17448,BL1 8QR,PostCode
17449,BL1 8SP,PostCode
17450,BL1 6QY,PostCode
17451,BL1 6QR,PostCode
17452,BL1 7BW,PostCode
17453,BL1 6RP,PostCode
17454,BL1 6QT,PostCode
17455,BL1 7BG,PostCode
17456,BL1 6RN,PostCode
17457,BL1 7QG,PostCode
17458,BL1 6PG,PostCode
17459,BL1 6PP,PostCode
17460,BL1 7HZ,PostCode
17461,BL1 6RS,PostCode
17462,BL1 6RW,PostCode
17463,BL1 6SA,PostCode
17464,BL1 8LB,PostCode
17465,BL1 8DU,PostCode
17466,BL1 8LE,PostCode
17467,BL1 8DS,PostCode
17468,BL1 8JY,PostCode
17469,BL1 8LT,PostCode
17470,BL2 3QF,PostCode
17471,BL2 3NF,PostCode
17472,BL2 5EP,PostCode
17473,BL2 5DN,PostCode
17474,BL2 5DA,PostCode
17475,BL2 3NT,PostCode
17476,BL2 3LH,PostCode
17477,BL2 3LL,PostCode
17478,BL2 3RZ,PostCode
17479,BL2 3HZ,PostCode
17480,BL2 3HD,PostCode
17481,BL2 3JH,PostCode
17482,BL2 3PX,PostCode
17483,BL2 4EG,PostCode
17484,BL2 4EN,PostCode
17485,BL2 4EZ,PostCode
17486,BL2 3PS,PostCode
17487,BL6 5QY,PostCode
17488,BL6 5QD,PostCode
17489,BL6 5RP,PostCode
17490,BL6 5QZ,PostCode
17491,BL6 7QZ,PostCode
17492,BL6 5QB,PostCode
17493,BL6 5GW,PostCode
17494,BL6 5RN,PostCode
17495,BL6 6EY,PostCode
17496,BL6 5PU,PostCode
17497,BL6 6SG,PostCode
17498,BL6 6HJ,PostCode
17499,BL6 6HL,PostCode
17500,BL6 6PQ,PostCode
17501,BL6 4BE,PostCode
17502,BL6 5PT,PostCode
17503,BL6 6ET,PostCode
17504,BL6 6EW,PostCode
17505,BL6 5PW,PostCode
17506,BL6 5NR,PostCode
17507,BL6 5RW,PostCode
17508,BL6 5NH,PostCode
17509,BL6 5PL,PostCode
17510,BL6 6EL,PostCode
17511,BL6 6AG,PostCode
17512,BL6 6TN,PostCode
17513,BL6 6BJ,PostCode
17514,BL1 8BT,PostCode
17515,BL1 3LD,PostCode
17516,BL1 3LB,PostCode
17517,BL1 3LP,PostCode
17518,BL1 6PJ,PostCode
17519,BL1 8DA,PostCode
17520,BL1 3LL,PostCode
17521,BL1 3JY,PostCode
17522,BL1 3EY,PostCode
17523,BL1 3BT,PostCode
17524,BL1 3EH,PostCode
17525,BL1 6AN,PostCode
17526,BL1 5RN,PostCode
17527,BL1 6EU,PostCode
17528,BL1 6AS,PostCode
17529,BL1 6AL,PostCode
17530,BL1 5RS,PostCode
17531,BL1 5JZ,PostCode
17532,BL1 5LA,PostCode
17533,BL1 6ER,PostCode
17534,BL1 6LD,PostCode
17535,BL1 6LY,PostCode
17536,BL1 6NF,PostCode
17537,BL1 6TZ,PostCode
17538,BL1 6LT,PostCode
17539,BL1 6HT,PostCode
17540,BL1 6HZ,PostCode
17541,BL6 5EW,PostCode
17542,BL6 5EG,PostCode
17543,BL6 5DT,PostCode
17544,BL6 5ET,PostCode
17545,BL6 5AN,PostCode
17546,BL6 5GH,PostCode
17547,BL6 7QT,PostCode
17548,BL6 5JF,PostCode
17549,BL6 5AS,PostCode
17550,BL6 5HJ,PostCode
17551,BL6 5RU,PostCode
17552,BL6 5AW,PostCode
17553,BL6 5LW,PostCode
17554,BL6 5AH,PostCode
17555,BL6 5AJ,PostCode
17556,BL6 5DH,PostCode
17557,BL6 5ST,PostCode
17558,BL6 5SD,PostCode
17559,BL6 5BY,PostCode
17560,BL6 5TB,PostCode
17561,BL6 5BZ,PostCode
17562,BL1 8UB,PostCode
17563,BL2 3AJ,PostCode
17564,BL1 8US,PostCode
17565,BL2 3AR,PostCode
17566,BL2 3AN,PostCode
17567,BL1 8SS,PostCode
17568,BL1 8TA,PostCode
17569,BL1 8SZ,PostCode
17570,BL1 8SU,PostCode
17571,BL1 8UA,PostCode
17572,BL2 3AL,PostCode
17573,BL1 8SX,PostCode
17574,BL1 8TW,PostCode
17575,BL2 2NW,PostCode
17576,BL2 2LF,PostCode
17577,BL2 2NJ,PostCode
17578,BL2 2NG,PostCode
17579,BL2 2NN,PostCode
17580,BL2 2NS,PostCode
17581,BL2 2PB,PostCode
17582,BL2 2NP,PostCode
17583,BL2 2DR,PostCode
17584,BL2 2EB,PostCode
17585,BL2 2DP,PostCode
17586,BL2 2ES,PostCode
17587,BL2 2UN,PostCode
17588,BL2 2DN,PostCode
17589,BL2 2EG,PostCode
17590,BL2 2GX,PostCode
17591,BL2 2DL,PostCode
17592,BL2 2EH,PostCode
17593,BL2 2HA,PostCode
17594,BL2 2EJ,PostCode
17595,BL2 2DW,PostCode
17596,BL2 2DH,PostCode
17597,BL1 8UT,PostCode
17598,BL2 2UF,PostCode
17599,BL2 2UQ,PostCode
17600,BL2 2PF,PostCode
17601,BL2 2HD,PostCode
17602,BL2 2JX,PostCode
17603,BL2 2HW,PostCode
17604,BL2 2JA,PostCode
17605,BL2 2DU,PostCode
17606,BL1 8UG,PostCode
17607,BL2 2JU,PostCode
17608,BL1 8UW,PostCode
17609,BL2 2JS,PostCode
17610,BL2 3AD,PostCode
17611,BL2 2JL,PostCode
17612,BL2 3AX,PostCode
17613,BL1 3NF,PostCode
17614,BL1 3SP,PostCode
17615,BL1 3RX,PostCode
17616,BL1 3TJ,PostCode
17617,BL1 3NP,PostCode
17618,BL1 3SU,PostCode
17619,BL1 3QL,PostCode
17620,BL1 3SY,PostCode
17621,BL1 3TD,PostCode
17622,BL1 3SA,PostCode
17623,BL1 3NE,PostCode
17624,BL1 3NT,PostCode
17625,BL1 3TH,PostCode
17626,BL1 8EP,PostCode
17627,BL1 8XG,PostCode
17628,BL1 3QU,PostCode
17629,BL1 8HB,PostCode
17630,BL1 8EA,PostCode
17631,BL1 8XF,PostCode
17632,BL1 8XJ,PostCode
17633,BL1 8EG,PostCode
17634,BL1 3UQ,PostCode
17635,BL1 3QG,PostCode
17636,BL1 3HR,PostCode
17637,BL1 3HT,PostCode
17638,BL1 8AL,PostCode
17639,BL1 8DF,PostCode
17640,BL1 3HN,PostCode
17641,BL1 3PH,PostCode
17642,BL1 3HS,PostCode
17643,BL1 3NY,PostCode
17644,BL1 3PW,PostCode
17645,BL1 3PL,PostCode
17646,BL1 8AF,PostCode
17647,BL1 8ET,PostCode
17648,BL1 8AD,PostCode
17649,BL1 8BW,PostCode
17650,BL1 3NZ,PostCode
17651,BL1 3PY,PostCode
17652,BL1 3JW,PostCode
17653,BL1 3JJ,PostCode
17654,BL1 3JG,PostCode
17655,BL1 8BE,PostCode
17656,BL1 3JS,PostCode
17657,BL1 8DQ,PostCode
17658,BL1 8DD,PostCode
17659,BL1 8AX,PostCode
17660,BL1 3JE,PostCode
17661,BL1 3HQ,PostCode
17662,BL1 3DA,PostCode
17663,BL5 2TG,PostCode
17664,BL1 3UT,PostCode
17665,BL1 3AR,PostCode
17666,BL1 3XF,PostCode
17667,BL1 3DL,PostCode
17668,BL1 2QF,PostCode
17669,BL1 3HU,PostCode
17670,BL1 3DU,PostCode
17671,BL1 2QY,PostCode
17672,BL1 3TZ,PostCode
17673,BL1 3EW,PostCode
17674,BL1 3XH,PostCode
17675,BL1 2QW,PostCode
17676,BL1 3RN,PostCode
17677,BL1 3EN,PostCode
17678,BL1 3EF,PostCode
17679,BL1 3XE,PostCode
17680,BL1 5TX,PostCode
17681,BL1 5TF,PostCode
17682,BL1 5ET,PostCode
17683,BL1 5SR,PostCode
17684,BL1 5BN,PostCode
17685,BL1 5PX,PostCode
17686,BL1 6LU,PostCode
17687,BL1 5AG,PostCode
17688,BL1 5SN,PostCode
17689,BL1 5UE,PostCode
17690,BL1 5TA,PostCode
17691,BL1 5US,PostCode
17692,BL1 5UQ,PostCode
17693,BL1 5SF,PostCode
17694,BL1 5TZ,PostCode
17695,BL1 5UJ,PostCode
17696,BL1 5UD,PostCode
17697,BL1 5UR,PostCode
17698,BL1 5UG,PostCode
17699,BL1 5NL,PostCode
17700,BL1 5NN,PostCode
17701,BL1 5LU,PostCode
17702,BL1 5EA,PostCode
17703,BL1 5EG,PostCode
17704,BL1 6BD,PostCode
17705,BL1 5RB,PostCode
17706,BL1 6BQ,PostCode
17707,BL1 6HJ,PostCode
17708,BL1 5QX,PostCode
17709,BL1 5PA,PostCode
17710,BL1 5TH,PostCode
17711,BL1 5TG,PostCode
17712,BL1 5PG,PostCode
17713,BL1 5TQ,PostCode
17714,BL1 5SH,PostCode
17715,BL2 5EJ,PostCode
17716,BL2 5ES,PostCode
17717,BL2 5FA,PostCode
17718,BL2 5EX,PostCode
17719,BL2 5HJ,PostCode
17720,BL2 5JE,PostCode
17721,BL2 5JJ,PostCode
17722,BL2 5JN,PostCode
17723,BL2 5EE,PostCode
17724,BL2 5EF,PostCode
17725,BL2 6PL,PostCode
17726,BL2 5LQ,PostCode
17727,BL2 5LW,PostCode
17728,BL2 5AG,PostCode
17729,BL2 5DQ,PostCode
17730,BL2 5ED,PostCode
17731,BL2 5EA,PostCode
17732,BL2 5LD,PostCode
17733,BL2 5BW,PostCode
17734,BL2 5BH,PostCode
17735,BL2 5BU,PostCode
17736,BL2 5BT,PostCode
17737,BL2 5BP,PostCode
17738,BL2 5BJ,PostCode
17739,BL2 6PR,PostCode
17740,BL2 6PE,PostCode
17741,BL2 6PS,PostCode
17742,BL2 6AF,PostCode
17743,BL2 5NE,PostCode
17744,BL2 5NJ,PostCode
17745,BL2 5NT,PostCode
17746,BL2 5NR,PostCode
17747,BL2 6PD,PostCode
17748,BL2 5PJ,PostCode
17749,BL2 5NG,PostCode
17750,BL2 5NQ,PostCode
17751,BL2 5AN,PostCode
17752,BL2 5AS,PostCode
17753,BL2 5AY,PostCode
17754,BL2 6HS,PostCode
17755,BL2 6DR,PostCode
17756,BL2 5AU,PostCode
17757,BL2 5AP,PostCode
17758,BL2 5AT,PostCode
17759,BL6 4BP,PostCode
17760,BL6 4BJ,PostCode
17761,BL6 4SE,PostCode
17762,BL6 4SB,PostCode
17763,BL6 4BU,PostCode
17764,BL6 4JE,PostCode
17765,BL6 4JF,PostCode
17766,BL6 4ND,PostCode
17767,BL6 6QF,PostCode
17768,BL6 6NA,PostCode
17769,BL6 6PB,PostCode
17770,BL6 6JZ,PostCode
17771,BL6 6LL,PostCode
17772,BL6 6HN,PostCode
17773,BL6 6LD,PostCode
17774,BL6 6JU,PostCode
17775,BL6 6HP,PostCode
17776,BL6 6JD,PostCode
17777,BL6 6NQ,PostCode
17778,BL6 6TA,PostCode
17779,BL6 6PF,PostCode
17780,BL6 6JG,PostCode
17781,BL6 6JR,PostCode
17782,BL6 6LF,PostCode
17783,BL6 6LU,PostCode
17784,BL1 4DZ,PostCode
17785,BL1 4HN,PostCode
17786,BL1 4ED,PostCode
17787,BL1 4HL,PostCode
17788,BL1 4DN,PostCode
17789,BL1 4DY,PostCode
17790,BL1 4HJ,PostCode
17791,BL1 4HG,PostCode
17792,BL1 4PA,PostCode
17793,BL1 4HS,PostCode
17794,BL1 4JY,PostCode
17795,BL1 4UD,PostCode
17796,BL1 4JN,PostCode
17797,BL1 3BJ,PostCode
17798,BL1 4JW,PostCode
17799,BL1 4JX,PostCode
17800,BL1 3BD,PostCode
17801,BL1 4UA,PostCode
17802,BL1 3BH,PostCode
17803,BL1 4UE,PostCode
17804,BL1 6DS,PostCode
17805,BL1 3BN,PostCode
17806,BL1 4JD,PostCode
17807,BL1 4BA,PostCode
17808,BL1 4BW,PostCode
17809,BL1 4BH,PostCode
17810,BL1 3AL,PostCode
17811,BL1 4RQ,PostCode
17812,BL1 4AR,PostCode
17813,BL1 4DH,PostCode
17814,BL1 4QZ,PostCode
17815,BL1 2QQ,PostCode
17816,BL1 4RG,PostCode
17817,BL1 4DA,PostCode
17818,BL1 4RH,PostCode
17819,BL1 4DL,PostCode
17820,BL1 4SE,PostCode
17821,BL1 4SA,PostCode
17822,BL1 4LH,PostCode
17823,BL1 4LG,PostCode
17824,BL1 4LJ,PostCode
17825,BL1 4RX,PostCode
17826,BL1 4RY,PostCode
17827,BL1 4RT,PostCode
17828,BL1 4SB,PostCode
17829,BL1 4SH,PostCode
17830,BL1 4SU,PostCode
17831,BL1 4RR,PostCode
17832,BL1 4SQ,PostCode
17833,BL1 6DN,PostCode
17834,BL1 4PX,PostCode
17835,BL1 4EN,PostCode
17836,BL1 6DD,PostCode
17837,BL1 4QF,PostCode
17838,BL1 4PY,PostCode
17839,BL1 6DE,PostCode
17840,BL1 6EX,PostCode
17841,BL1 5JY,PostCode
17842,BL1 4QE,PostCode
17843,BL1 5JX,PostCode
17844,BL1 4PZ,PostCode
17845,BL1 6BZ,PostCode
17846,BL1 2JH,PostCode
17847,BL1 2UU,PostCode
17848,BL1 3RZ,PostCode
17849,BL1 8LU,PostCode
17850,BL1 8JJ,PostCode
17851,BL1 8HE,PostCode
17852,BL1 2JA,PostCode
17853,BL1 3RL,PostCode
17854,BL1 8TT,PostCode
17855,BL1 2EL,PostCode
17856,BL1 1FD,PostCode
17857,BL1 8JE,PostCode
17858,BL1 8JA,PostCode
17859,BL1 8JH,PostCode
17860,BL1 2RF,PostCode
17861,BL1 4AW,PostCode
17862,BL1 2LP,PostCode
17863,BL1 2XB,PostCode
17864,BL1 2XQ,PostCode
17865,BL1 2BZ,PostCode
17866,BL1 2XR,PostCode
17867,BL1 2PF,PostCode
17868,BL1 3ST,PostCode
17869,BL1 2QP,PostCode
17870,BL1 2XW,PostCode
17871,BL1 2RG,PostCode
17872,BL1 2PH,PostCode
17873,BL1 3AB,PostCode
17874,BL1 3RY,PostCode
17875,BL1 2PB,PostCode
17876,BL1 2XS,PostCode
17877,BL1 2QG,PostCode
17878,BL1 2QZ,PostCode
17879,BL1 2RR,PostCode
17880,BL1 2QA,PostCode
17881,BL2 1AZ,PostCode
17882,BL1 1NT,PostCode
17883,BL3 6HU,PostCode
17884,BL3 6BN,PostCode
17885,BL3 6AJ,PostCode
17886,BL3 5BU,PostCode
17887,BL3 6HY,PostCode
17888,BL3 6HE,PostCode
17889,BL3 6DG,PostCode
17890,BL3 6HH,PostCode
17891,BL3 6NA,PostCode
17892,BL3 6YE,PostCode
17893,BL3 6DP,PostCode
17894,BL3 6AT,PostCode
17895,BL3 6RR,PostCode
17896,BL3 6RH,PostCode
17897,BL1 2NW,PostCode
17898,BL1 2SR,PostCode
17899,BL1 2ER,PostCode
17900,BL1 1NB,PostCode
17901,BL1 4SS,PostCode
17902,BL1 2EA,PostCode
17903,BL1 1SA,PostCode
17904,BL1 1RD,PostCode
17905,BL1 2AF,PostCode
17906,BL11 1XY,PostCode
17907,BL1 2LH,PostCode
